,cheveux,age,exp,salaire,sexe,diplome,specialite,note,dispo,embauche
18243,brun,34,10,34482,M,master,archeologie,76.28,non,1
18244,blond,44,11,31826,M,master,geologie,85.29,non,0
18245,roux,44,9,29339,M,master,detective,85.15,oui,0
18246,brun,33,13,37654,M,master,detective,66.59,oui,0
18247,chatain,36,15,44490,M,doctorat,detective,65.94,oui,0
18248,chatain,40,10,32857,F,licence,forage,52.21,non,1
18249,brun,25,10,38423,F,licence,forage,74.57,non,0
18250,brun,46,10,33334,F,master,forage,83.89,non,0
18251,brun,45,7,35747,F,licence,forage,64.3,non,0
18252,brun,49,12,38324,M,licence,geologie,77.12,non,0
18253,chatain,49,17,35147,F,master,geologie,86.95,non,0
18254,chatain,21,12,26766,M,doctorat,geologie,92.32,non,0
18255,chatain,37,16,35375,M,master,geologie,85.39,oui,0
18256,blond,20,7,33094,M,master,geologie,89.97,oui,0
18257,chatain,39,11,25053,M,doctorat,geologie,77.4,non,0
18258,brun,29,12,31003,M,licence,geologie,66.18,non,0
18259,blond,42,9,34530,M,licence,geologie,58.91,non,0
18260,chatain,31,6,35096,F,master,geologie,69.41,non,0
18261,chatain,27,7,37649,F,doctorat,detective,79.57,oui,0
18262,blond,21,9,35289,M,licence,forage,68.26,non,0
18263,blond,39,8,26685,M,master,geologie,103.45,non,0
18264,blond,48,9,29573,M,licence,geologie,69.42,non,0
18265,brun,35,9,34182,M,master,geologie,77.86,non,0
18266,blond,42,10,36535,M,bac,geologie,62.29,non,0
18267,brun,21,12,31278,F,licence,detective,86.7,non,0
18268,chatain,33,10,25811,F,doctorat,forage,118.67,oui,0
18269,blond,39,11,30012,M,licence,geologie,67.99,non,0
18270,brun,32,6,29606,M,master,forage,81.01,non,0
18271,brun,51,7,43576,M,licence,geologie,66.01,oui,0
18272,brun,42,11,38131,M,licence,geologie,53.16,non,0
18273,blond,27,11,40986,M,licence,geologie,65.58,oui,0
18274,brun,32,7,35700,M,licence,geologie,67.92,non,0
18275,chatain,44,9,38251,M,master,geologie,79.89,oui,0
18276,brun,42,7,36016,F,master,forage,97.45,oui,0
18277,chatain,32,5,37212,F,doctorat,archeologie,104.98,oui,0
18278,brun,43,13,36465,F,licence,detective,73.74,non,1
18279,roux,24,14,34188,M,licence,geologie,69.78,oui,0
18280,brun,30,10,32647,F,licence,geologie,87.98,non,0
18281,blond,32,7,36641,M,licence,geologie,60.19,non,0
18282,roux,51,7,37906,M,master,geologie,115.29,oui,1
18283,brun,33,9,26900,F,master,forage,95.89,oui,0
18284,chatain,38,11,40955,M,licence,geologie,64.8,non,0
18285,brun,17,9,39891,F,licence,forage,72.43,oui,0
18286,brun,34,10,26436,F,master,forage,81.4,non,0
18287,chatain,15,9,35139,F,licence,forage,71.13,non,0
18288,chatain,25,11,38025,F,master,geologie,57.9,non,0
18289,brun,48,14,23343,F,master,forage,112.37,non,0
18290,brun,47,10,33567,F,licence,detective,83.5,non,0
18291,blond,31,8,31084,M,bac,geologie,58.87,non,0
18292,chatain,47,13,34042,M,doctorat,geologie,101.51,oui,0
18293,blond,38,14,35426,M,master,geologie,82.39,oui,1
18294,blond,28,13,34833,M,licence,geologie,71.94,non,0
18295,brun,47,13,35959,M,doctorat,geologie,89.14,oui,1
18296,chatain,26,5,30170,M,master,geologie,81.53,non,0
18297,roux,16,8,35419,M,licence,detective,76.28,oui,0
18298,chatain,38,14,31690,F,master,forage,79.67,non,0
18299,blond,24,9,29828,F,bac,forage,41.83,non,0
18300,brun,40,8,37565,M,master,geologie,99.29,oui,0
18301,blond,37,8,45293,M,bac,geologie,56.18,oui,0
18302,brun,38,10,33202,M,master,geologie,75.04,non,0
18303,chatain,33,15,36915,F,master,archeologie,66.54,oui,0
18304,brun,35,6,23163,F,master,geologie,105.48,non,0
18305,blond,41,8,34263,M,licence,geologie,69.09,non,0
18306,chatain,40,11,28612,F,doctorat,detective,109.87,oui,0
18307,brun,34,11,30184,M,master,geologie,96.95,non,0
18308,roux,53,9,35451,M,bac,geologie,57.09,non,0
18309,blond,42,3,34365,M,master,detective,95.64,oui,0
18310,brun,37,11,36884,F,licence,geologie,67.25,non,0
18311,brun,17,9,41551,M,master,geologie,64,oui,0
18312,roux,28,9,25887,M,bac,geologie,88.3,non,0
18313,chatain,44,6,40466,M,licence,geologie,46.21,non,0
18314,blond,42,15,29746,M,doctorat,geologie,85.38,oui,0
18315,brun,39,6,29397,F,master,forage,90.78,non,0
18316,brun,29,13,31333,F,master,geologie,91.37,non,0
18317,blond,39,11,39930,M,bac,geologie,59.34,non,0
18318,brun,37,11,33833,M,doctorat,detective,88.12,oui,0
18319,brun,36,4,29707,F,licence,detective,55.84,non,0
18320,brun,42,15,30297,M,licence,archeologie,74.29,non,1
18321,chatain,25,9,36302,F,doctorat,archeologie,108.91,oui,0
18322,blond,29,8,33209,M,master,forage,53.92,non,0
18323,chatain,46,7,36440,F,doctorat,detective,95.9,oui,0
18324,roux,33,8,38806,F,bac,detective,76.39,non,0
18325,blond,38,13,26023,F,master,forage,108.27,oui,0
18326,roux,48,8,31519,M,bac,geologie,44.19,non,0
18327,chatain,33,13,38298,F,master,forage,73.69,oui,0
18328,blond,27,9,29681,F,master,archeologie,90.89,oui,0
18329,chatain,38,7,39231,F,licence,forage,61.65,non,1
18330,brun,37,6,38909,M,master,archeologie,68.24,oui,0
18331,roux,20,11,35329,M,doctorat,archeologie,78.25,oui,0
18332,blond,26,7,38144,M,licence,geologie,54.86,non,0
18333,brun,46,10,26765,M,doctorat,forage,97.4,oui,0
18334,brun,25,8,24513,M,master,geologie,89.32,non,0
18335,chatain,30,6,36822,F,master,geologie,60.04,non,0
18336,chatain,36,4,27815,M,doctorat,detective,89.13,oui,0
18337,brun,29,11,34776,M,master,geologie,86.65,non,0
18338,blond,20,9,36110,F,licence,forage,70.13,non,0
18339,blond,41,13,19330,F,doctorat,geologie,124.94,non,0
18340,brun,44,15,45382,F,licence,archeologie,47.84,oui,0
18341,brun,39,12,31138,F,master,forage,72.5,non,0
18342,brun,31,8,30348,M,master,geologie,68.42,non,0
18343,chatain,33,11,43777,F,master,archeologie,89.4,oui,0
18344,brun,34,15,36961,M,licence,forage,47.5,non,0
18345,blond,40,9,36130,M,bac,geologie,47.42,non,0
18346,chatain,42,9,34707,F,master,geologie,86.23,oui,0
18347,blond,41,6,33024,M,licence,geologie,68.22,non,0
18348,brun,32,10,31818,F,master,forage,82.51,oui,0
18349,brun,53,10,26702,M,doctorat,forage,101.63,oui,0
18350,chatain,37,8,37027,M,master,geologie,83.25,oui,0
18351,blond,36,12,36564,M,licence,geologie,37.95,non,0
18352,brun,30,10,34118,F,master,geologie,86.37,non,0
18353,brun,40,8,35677,M,licence,geologie,63.82,non,0
18354,chatain,48,11,34689,M,doctorat,geologie,93.81,oui,0
18355,blond,8,8,31085,M,licence,forage,64.36,non,0
18356,brun,43,9,40446,M,master,forage,89.27,oui,0
18357,blond,45,12,44478,F,bac,archeologie,61.73,non,0
18358,brun,39,7,28107,F,master,geologie,105.69,non,0
18359,blond,42,11,37660,M,licence,geologie,70.94,non,1
18360,chatain,43,12,37646,F,licence,geologie,75.4,non,0
18361,brun,19,7,36688,F,licence,geologie,70.68,non,0
18362,blond,40,12,34797,M,licence,forage,53.9,non,0
18363,brun,32,15,31644,M,master,geologie,74.56,non,0
18364,chatain,49,7,30823,F,doctorat,forage,87.13,oui,0
18365,blond,40,10,40696,M,licence,forage,69.28,non,0
18366,chatain,42,8,44460,F,master,archeologie,69.55,oui,0
18367,brun,35,13,35748,M,master,geologie,94.36,oui,0
18368,brun,43,11,45712,M,licence,geologie,69.43,oui,0
18369,chatain,32,11,26811,F,doctorat,forage,105.72,non,0
18370,chatain,47,11,38712,M,licence,geologie,59.58,non,0
18371,blond,40,7,43525,M,licence,detective,61.13,oui,0
18372,chatain,43,12,39036,F,doctorat,detective,69.84,oui,0
18373,blond,34,5,37691,M,licence,geologie,55.65,non,0
18374,blond,61,17,24919,M,licence,geologie,79.77,non,0
18375,chatain,31,13,34247,F,master,detective,69.73,non,0
18376,brun,53,6,35430,F,licence,geologie,86.29,non,0
18377,chatain,37,13,35016,M,master,forage,84.09,oui,0
18378,brun,41,12,47344,M,bac,geologie,38.43,non,0
18379,brun,34,11,32699,M,master,forage,78.18,oui,0
18380,brun,34,11,36557,M,licence,forage,76.72,non,0
18381,roux,34,9,40559,M,licence,detective,63.77,oui,0
18382,chatain,41,14,40466,F,licence,archeologie,66.55,non,0
18383,brun,35,12,36958,M,bac,geologie,48.47,non,0
18384,blond,28,9,33955,F,licence,forage,67.47,non,0
18385,brun,45,8,39009,M,master,detective,69.01,oui,0
18386,roux,74,3,41158,M,bac,archeologie,86.53,non,1
18387,blond,56,9,31949,M,master,forage,69.93,non,0
18388,blond,35,8,29339,M,master,detective,70.48,oui,0
18389,chatain,48,12,38600,F,master,detective,91.94,oui,0
18390,blond,32,12,34688,M,master,forage,91.55,oui,0
18391,brun,38,6,38805,F,licence,detective,67.75,oui,0
18392,blond,30,10,38131,F,licence,forage,65.11,non,0
18393,chatain,22,9,36019,M,master,geologie,82.45,oui,0
18394,blond,36,10,40678,F,bac,detective,58.31,oui,0
18395,chatain,36,12,38870,M,licence,geologie,59.3,non,0
18396,blond,65,13,30189,F,licence,geologie,58.17,non,0
18397,chatain,26,12,26517,M,doctorat,geologie,90.8,oui,0
18398,brun,17,13,36389,F,licence,geologie,64.39,non,0
18399,chatain,31,10,29996,M,master,archeologie,67.61,oui,0
18400,chatain,43,11,38700,M,master,geologie,68.28,oui,0
18401,brun,35,11,35793,M,master,detective,75.01,oui,0
18402,brun,35,5,44675,F,bac,geologie,64.61,non,0
18403,blond,44,11,26112,M,master,geologie,68.71,non,0
18404,chatain,30,11,30453,M,doctorat,geologie,85.07,non,0
18405,chatain,38,3,30349,F,master,detective,71.34,non,0
18406,chatain,40,12,36923,F,master,detective,92.32,oui,0
18407,brun,28,12,41276,M,doctorat,geologie,75.55,oui,1
18408,chatain,32,8,38962,F,master,geologie,87.84,oui,0
18409,brun,32,13,33810,M,master,forage,66.27,oui,0
18410,roux,46,16,46233,F,licence,geologie,101.51,oui,1
18411,chatain,34,9,34021,F,doctorat,archeologie,79.7,oui,0
18412,blond,40,5,36626,F,licence,forage,68.12,non,0
18413,brun,36,11,36431,F,licence,detective,75.1,non,0
18414,roux,40,7,37525,M,bac,geologie,38.23,non,0
18415,blond,22,6,31391,M,master,detective,83.71,oui,0
18416,chatain,38,13,38029,M,master,geologie,51.65,non,0
18417,blond,25,9,32517,M,licence,geologie,73.92,non,0
18418,brun,43,8,24475,F,doctorat,forage,105.67,oui,0
18419,roux,32,11,44089,M,bac,archeologie,105.15,oui,1
18420,brun,28,9,29458,M,master,geologie,70.19,non,0
18421,chatain,42,9,36689,M,master,forage,69.47,oui,0
18422,chatain,32,10,36003,F,master,archeologie,66.83,non,1
18423,chatain,43,11,35296,F,licence,geologie,71.69,non,0
18424,brun,34,6,35722,M,master,geologie,90.48,oui,0
18425,chatain,28,16,38877,M,master,geologie,59.76,oui,1
18426,chatain,22,12,31185,F,doctorat,detective,69.94,oui,0
18427,chatain,32,8,42322,M,licence,geologie,63.9,non,0
18428,blond,33,10,41204,M,bac,geologie,52.69,non,0
18429,brun,31,7,37051,F,licence,forage,90.74,non,0
18430,blond,27,11,32559,F,licence,forage,106.9,non,0
18431,blond,27,14,33874,M,licence,forage,37.95,non,0
18432,blond,24,14,38205,M,licence,geologie,52.43,non,0
18433,blond,29,11,35601,M,licence,forage,65.72,non,0
18434,blond,52,11,31536,F,licence,forage,78.31,non,0
18435,blond,49,7,38716,M,bac,geologie,55.42,non,0
18436,roux,35,9,33983,M,bac,forage,35.34,non,0
18437,blond,43,18,32083,M,doctorat,geologie,91.19,oui,0
18438,chatain,43,12,34803,F,master,forage,63.58,non,0
18439,blond,33,3,38268,M,licence,geologie,73.98,non,0
18440,blond,47,11,29814,M,licence,geologie,74.7,non,0
18441,blond,34,7,33282,M,master,forage,85.71,oui,0
18442,chatain,27,6,33393,F,doctorat,archeologie,95.6,oui,0
18443,chatain,30,12,41460,F,licence,geologie,79.68,non,0
18444,chatain,28,9,34634,F,master,forage,47.34,non,1
18445,blond,35,9,30395,F,master,geologie,99.4,non,0
18446,chatain,46,14,36426,M,doctorat,detective,68.44,oui,0
18447,blond,37,13,28602,M,master,geologie,65.54,non,0
18448,blond,49,7,27724,M,master,geologie,90.18,oui,0
18449,brun,15,12,32746,F,bac,archeologie,78.09,non,1
18450,brun,44,11,30720,M,master,geologie,72.19,non,0
18451,blond,33,9,32541,M,doctorat,archeologie,117.88,oui,0
18452,brun,40,8,39239,M,master,forage,68.69,oui,0
18453,chatain,39,7,32342,M,doctorat,forage,75.4,oui,0
18454,blond,28,10,34680,M,licence,geologie,61.62,non,0
18455,chatain,35,14,31457,F,licence,detective,41.68,non,1
18456,chatain,30,8,31927,F,master,detective,83.3,non,0
18457,brun,30,7,41835,M,licence,geologie,53.63,non,0
18458,brun,17,7,39766,M,master,detective,88.33,oui,1
18459,blond,22,8,40394,M,licence,geologie,47.4,non,0
18460,brun,48,8,37348,M,licence,geologie,75.24,non,0
18461,brun,36,11,33498,M,licence,detective,76.72,non,1
18462,blond,34,8,33348,M,licence,forage,80.38,non,0
18463,blond,46,6,29967,M,doctorat,geologie,99.86,oui,0
18464,brun,34,10,36272,F,master,archeologie,84.68,oui,0
18465,chatain,35,9,40185,F,master,geologie,59.68,oui,1
18466,brun,24,5,37967,M,master,geologie,66.2,oui,0
18467,blond,40,7,40477,M,licence,geologie,41.74,non,0
18468,brun,35,1,31384,M,doctorat,detective,78.25,oui,0
18469,blond,22,6,37227,M,bac,geologie,82.42,non,0
18470,brun,33,8,34107,M,master,geologie,70.67,non,1
18471,blond,42,11,36812,M,licence,geologie,84.09,non,0
18472,brun,36,9,31427,F,master,geologie,79.82,non,0
18473,brun,12,8,34913,M,master,geologie,52.97,non,0
18474,brun,44,8,27724,M,doctorat,geologie,74.79,non,0
18475,blond,33,13,35190,M,licence,forage,74.54,oui,0
18476,blond,35,9,33501,M,licence,geologie,70.18,non,0
18477,brun,59,12,39386,M,licence,geologie,52,non,0
18478,brun,45,10,32993,F,master,geologie,108.24,oui,0
18479,blond,39,13,33234,M,licence,geologie,67.92,non,0
18480,blond,26,8,33760,M,licence,geologie,74.42,non,0
18481,brun,41,8,43969,F,bac,forage,75.31,non,0
18482,brun,42,9,28794,F,master,geologie,91.51,non,0
18483,chatain,42,14,40413,M,licence,geologie,58.17,non,0
18484,blond,49,11,33434,F,master,detective,102.26,oui,0
18485,chatain,41,7,35117,M,master,geologie,76,non,0
18486,roux,65,9,29741,F,licence,detective,85.46,non,0
18487,chatain,12,12,42768,F,licence,forage,73.34,non,0
18488,chatain,48,11,37255,F,master,forage,75.56,non,0
18489,blond,27,7,39789,M,licence,detective,61.81,oui,0
18490,blond,24,11,30411,M,bac,archeologie,89.77,non,1
18491,chatain,30,13,32979,F,master,geologie,73.26,non,0
18492,blond,22,10,39381,M,bac,geologie,57.73,non,0
18493,roux,46,9,41918,M,bac,geologie,72.27,non,0
18494,brun,28,7,35498,F,master,detective,84.63,oui,0
18495,brun,35,13,38542,M,licence,detective,71.2,oui,0
18496,brun,41,5,38135,M,licence,detective,66.49,non,0
18497,blond,35,14,33913,M,licence,geologie,79.6,non,0
18498,roux,27,14,31744,M,licence,geologie,80.76,non,0
18499,chatain,44,9,38171,M,doctorat,detective,53.79,oui,0
18500,blond,42,11,32864,F,bac,forage,56.68,non,0
18501,chatain,29,6,32296,F,master,forage,60,non,1
18502,blond,12,7,28853,M,master,geologie,90.39,non,1
18503,brun,37,7,38635,F,licence,geologie,77.21,non,0
18504,blond,33,7,38371,M,licence,geologie,60.51,non,0
18505,chatain,22,13,38045,M,doctorat,archeologie,85.73,oui,0
18506,brun,22,10,42783,M,licence,forage,52.73,oui,0
18507,chatain,32,17,31121,F,master,forage,86.13,non,0
18508,chatain,31,11,30310,M,doctorat,geologie,65.94,oui,0
18509,chatain,28,5,34507,M,doctorat,detective,59.46,oui,0
18510,brun,31,10,33706,M,licence,forage,70.7,non,0
18511,roux,50,8,34842,M,bac,geologie,48.5,non,0
18512,blond,35,12,35799,F,bac,geologie,65.27,non,0
18513,blond,40,12,36281,M,licence,geologie,60.46,non,0
18514,roux,29,8,28817,M,master,geologie,103.39,non,0
18515,brun,33,5,38608,M,master,geologie,79.23,oui,0
18516,chatain,51,10,32606,F,master,forage,69.51,non,0
18517,chatain,35,10,28613,M,master,forage,64.46,non,0
18518,brun,31,13,31146,M,master,geologie,66.04,non,0
18519,blond,28,11,28911,F,master,archeologie,91.95,oui,0
18520,brun,45,5,44842,F,licence,detective,65.44,oui,1
18521,roux,27,11,34583,M,licence,archeologie,71.21,oui,0
18522,brun,16,10,47350,M,licence,detective,83.11,oui,0
18523,brun,35,13,38561,M,master,geologie,76.8,oui,0
18524,brun,42,8,37276,M,master,geologie,66.03,oui,0
18525,chatain,45,13,28058,F,doctorat,detective,94.41,oui,0
18526,blond,34,5,33951,M,master,geologie,77.84,oui,0
18527,blond,32,11,23334,F,master,detective,116.4,non,0
18528,chatain,35,14,33238,M,master,geologie,68.75,non,0
18529,brun,37,9,41693,M,licence,geologie,76.14,oui,0
18530,blond,42,10,35332,M,licence,detective,60.65,non,0
18531,blond,27,10,32085,M,licence,forage,54.62,non,0
18532,chatain,1,13,33155,F,licence,archeologie,63.41,non,1
18533,chatain,28,13,32190,F,master,geologie,66.57,non,0
18534,blond,38,11,41298,F,bac,forage,44.58,non,0
18535,chatain,22,9,27909,M,master,detective,43.19,non,1
18536,brun,40,12,30455,F,master,forage,90.76,oui,0
18537,blond,21,11,26076,M,master,geologie,76.27,non,0
18538,blond,30,7,36583,F,bac,geologie,63.56,non,0
18539,blond,41,13,29778,M,licence,geologie,75.75,non,0
18540,brun,24,5,32711,F,master,detective,75.71,oui,0
18541,brun,21,9,32386,M,doctorat,geologie,90.75,oui,0
18542,chatain,27,13,34687,F,master,geologie,59.72,non,0
18543,roux,47,7,29361,M,bac,geologie,77.34,non,0
18544,chatain,35,12,30602,M,master,geologie,77.09,non,0
18545,brun,32,10,26201,F,master,forage,98.28,non,0
18546,chatain,29,9,37918,M,master,geologie,57.52,non,0
18547,brun,23,5,41203,M,licence,geologie,53.35,non,0
18548,roux,42,10,40602,M,bac,forage,53.36,non,0
18549,roux,21,6,33663,M,licence,geologie,72.4,non,0
18550,chatain,37,13,36792,F,licence,forage,65.55,non,0
18551,brun,31,5,37397,M,licence,forage,53.6,oui,0
18552,chatain,26,12,32089,F,master,detective,71.24,non,0
18553,brun,45,7,30702,M,master,geologie,71.84,non,0
18554,blond,37,7,28794,M,doctorat,forage,82.94,oui,0
18555,chatain,27,8,27194,F,doctorat,detective,126.9,oui,0
18556,blond,42,8,31254,F,master,forage,98.36,oui,0
18557,roux,44,12,34466,F,licence,detective,92.88,oui,0
18558,chatain,32,11,34045,M,master,detective,77.4,oui,0
18559,roux,28,13,33341,M,licence,geologie,67.52,non,0
18560,blond,36,9,43063,M,licence,forage,70.82,oui,0
18561,brun,42,9,38848,M,master,detective,51.69,oui,0
18562,blond,42,14,30775,M,licence,geologie,81.95,non,1
18563,blond,37,7,29740,M,licence,geologie,63.13,non,0
18564,chatain,40,4,29367,F,master,detective,88.3,non,0
18565,chatain,53,7,36929,F,licence,geologie,70.14,non,0
18566,roux,29,11,34699,F,master,detective,79.86,oui,0
18567,blond,49,9,37405,M,master,detective,82.66,oui,0
18568,roux,30,4,35652,M,bac,geologie,63.44,non,0
18569,chatain,42,8,32498,M,master,geologie,69.82,non,0
18570,blond,35,13,28120,F,master,forage,89.41,non,0
18571,blond,21,9,30743,M,master,geologie,91.42,oui,1
18572,brun,48,6,37526,M,licence,forage,56.59,non,0
18573,brun,31,7,36238,M,master,geologie,76.53,non,0
18574,blond,31,12,25592,M,master,geologie,69.51,non,0
18575,chatain,31,4,38060,M,master,geologie,84.24,oui,0
18576,chatain,54,11,34087,F,master,forage,101.6,non,0
18577,chatain,32,3,24662,F,doctorat,detective,93.03,non,0
18578,chatain,22,13,40407,M,master,geologie,62.01,non,0
18579,chatain,38,4,42912,F,licence,detective,53.88,non,0
18580,roux,42,9,37603,M,bac,detective,39.56,non,0
18581,brun,45,10,31586,M,master,geologie,103.6,oui,0
18582,brun,44,3,39674,M,bac,geologie,48.93,non,0
18583,chatain,41,9,29829,F,master,detective,73.28,non,0
18584,chatain,32,9,39160,M,master,geologie,49.78,oui,0
18585,blond,21,9,36268,F,licence,detective,94.53,oui,0
18586,chatain,29,9,38752,F,master,archeologie,89.5,oui,0
18587,chatain,35,6,38098,M,licence,geologie,49.7,non,0
18588,chatain,35,6,38279,M,master,geologie,72.51,oui,1
18589,blond,32,13,39686,M,bac,geologie,71.76,non,0
18590,brun,34,13,38752,M,master,geologie,79.96,non,0
18591,chatain,39,13,47838,M,licence,detective,42.69,oui,0
18592,brun,11,6,39199,M,licence,geologie,79.97,oui,1
18593,chatain,39,7,38562,F,licence,geologie,95.02,non,0
18594,chatain,35,9,37725,F,licence,geologie,82.66,non,0
18595,chatain,20,10,36345,F,master,archeologie,66.07,non,0
18596,chatain,29,9,48271,M,licence,detective,49.53,oui,0
18597,blond,40,7,29157,M,master,forage,76.67,oui,0
18598,roux,20,11,30196,M,licence,geologie,84.88,non,0
18599,chatain,35,8,42644,F,licence,forage,58.98,non,0
18600,brun,36,13,34853,M,licence,geologie,83.71,non,0
18601,chatain,10,14,24162,F,doctorat,geologie,101.1,non,0
18602,chatain,39,6,31171,M,doctorat,geologie,59.46,non,1
18603,chatain,35,12,28171,F,master,forage,62.52,non,0
18604,blond,39,10,32770,M,master,forage,98.94,oui,0
18605,blond,19,7,33322,M,licence,forage,73.79,non,0
18606,chatain,19,12,31524,M,master,geologie,62.88,non,0
18607,chatain,34,12,31235,F,doctorat,forage,85.54,oui,0
18608,blond,30,12,38591,M,licence,detective,63.28,oui,0
18609,chatain,31,11,36906,F,master,geologie,99.25,non,0
18610,chatain,22,8,32183,F,doctorat,forage,85.98,oui,0
18611,blond,32,13,30826,M,licence,geologie,74.82,non,0
18612,chatain,26,5,29996,M,master,geologie,77.31,oui,0
18613,brun,47,9,36214,M,licence,forage,50.67,non,0
18614,brun,23,8,30362,F,licence,geologie,79.99,non,0
18615,brun,35,6,42001,M,licence,geologie,49.65,non,0
18616,brun,41,9,38275,M,licence,geologie,71.04,non,0
18617,blond,47,1,35425,M,licence,detective,73.62,non,0
18618,blond,38,14,37454,M,bac,geologie,50.56,non,0
18619,blond,37,4,44330,M,bac,detective,60.41,oui,0
18620,blond,47,13,32946,M,licence,geologie,68.06,non,0
18621,roux,41,13,29603,M,licence,geologie,80.35,non,0
18622,blond,40,9,38841,F,licence,archeologie,75.28,oui,0
18623,chatain,43,8,38674,F,master,forage,79.65,oui,0
18624,roux,45,7,35622,M,bac,geologie,39.51,non,0
18625,blond,40,10,38954,M,bac,geologie,48.22,non,0
18626,brun,35,10,33164,M,master,forage,69.57,non,0
18627,roux,35,9,30136,M,licence,geologie,89.16,non,0
18628,roux,10,9,37551,M,licence,forage,69.54,oui,0
18629,brun,32,5,41165,F,licence,geologie,62.44,non,0
18630,blond,48,6,38956,M,bac,geologie,55.5,non,0
18631,chatain,19,11,41024,F,master,geologie,98.64,oui,0
18632,blond,39,10,36349,M,licence,geologie,75.58,oui,0
18633,roux,21,13,39784,M,bac,geologie,49.74,non,0
18634,chatain,31,12,37477,F,doctorat,archeologie,99.15,oui,0
18635,brun,27,14,29398,M,master,geologie,70.73,non,0
18636,blond,38,8,20671,M,master,geologie,74.03,non,0
18637,roux,43,6,34530,M,bac,geologie,64.9,non,0
18638,chatain,59,13,44124,F,licence,detective,73.91,oui,0
18639,brun,36,1,39138,M,master,geologie,76.44,oui,0
18640,roux,40,12,35838,M,master,geologie,97.97,oui,1
18641,roux,18,10,33921,M,licence,geologie,85.45,non,1
18642,blond,28,13,47171,M,bac,detective,39.41,non,0
18643,blond,14,12,33945,M,licence,geologie,70.57,non,0
18644,chatain,39,10,40568,M,licence,geologie,67.29,non,0
18645,blond,33,7,28999,M,doctorat,geologie,93.15,oui,0
18646,blond,38,3,33523,M,master,geologie,59.98,oui,0
18647,blond,23,9,29996,M,licence,geologie,93.26,non,0
18648,chatain,38,11,34965,F,master,archeologie,94.55,oui,0
18649,brun,29,1,38434,F,licence,detective,71.04,oui,0
18650,chatain,23,5,32396,F,licence,detective,52.2,non,1
18651,chatain,28,10,31443,M,doctorat,geologie,97,oui,0
18652,roux,32,12,32682,M,licence,geologie,82.05,oui,0
18653,blond,48,14,42748,F,bac,forage,80.11,non,0
18654,brun,55,13,34885,F,licence,detective,67.71,non,0
18655,chatain,48,10,33854,F,master,detective,99.12,oui,0
18656,brun,21,12,36027,F,master,detective,84.69,oui,0
18657,chatain,25,11,36369,M,master,geologie,53.3,non,0
18658,brun,34,13,24813,F,master,geologie,107.76,non,0
18659,chatain,37,2,40163,F,doctorat,detective,86.74,oui,0
18660,blond,19,15,31353,M,licence,detective,74.48,oui,0
18661,roux,28,12,29568,M,bac,forage,76.36,non,0
18662,chatain,40,4,33018,F,master,forage,53.56,non,1
18663,brun,35,11,32718,M,master,geologie,71.17,non,1
18664,blond,21,7,32537,M,master,geologie,97.57,oui,0
18665,blond,34,9,41033,F,bac,detective,73.07,non,0
18666,chatain,32,10,31358,F,master,detective,99.25,non,0
18667,blond,32,8,21754,F,master,detective,83.28,non,0
18668,blond,51,7,34999,M,master,geologie,77.15,oui,0
18669,blond,51,10,32868,M,licence,geologie,67.34,non,0
18670,blond,54,9,36108,M,bac,geologie,66.79,non,0
18671,brun,45,9,36487,M,master,forage,63.34,oui,0
18672,blond,29,13,30265,F,licence,forage,74.23,non,0
18673,chatain,38,5,29760,M,licence,forage,57.6,non,1
18674,chatain,23,12,37804,F,licence,geologie,66.83,non,0
18675,chatain,38,9,40525,F,doctorat,detective,82.97,oui,0
18676,chatain,55,14,31476,M,master,geologie,63.32,non,0
18677,chatain,33,9,28917,F,doctorat,detective,97.21,oui,0
18678,blond,37,7,32643,M,licence,geologie,73.78,non,0
18679,chatain,24,10,37512,F,master,detective,64.62,non,0
18680,blond,68,12,31049,M,bac,geologie,59.85,non,1
18681,brun,50,13,33077,M,licence,geologie,60.88,non,0
18682,chatain,37,13,35753,F,master,detective,78.22,oui,0
18683,chatain,33,8,39397,M,master,detective,75.79,oui,0
18684,brun,25,12,35450,M,master,detective,65.2,oui,0
18685,brun,37,12,29651,F,master,detective,111.48,oui,0
18686,chatain,38,12,36669,F,master,geologie,69.9,non,0
18687,brun,32,10,33262,F,licence,detective,66.35,non,1
18688,roux,29,12,35869,M,bac,geologie,72.98,non,0
18689,roux,44,9,35848,M,bac,geologie,69.66,non,0
18690,blond,27,9,36310,F,bac,forage,72.63,non,0
18691,chatain,44,12,35625,F,licence,forage,49.53,non,0
18692,chatain,15,12,32816,F,licence,archeologie,62.6,non,1
18693,blond,58,6,38814,M,licence,geologie,66.27,non,0
18694,chatain,31,10,35401,F,master,detective,78.04,oui,0
18695,brun,49,10,42647,M,licence,geologie,52.82,non,0
18696,blond,33,5,28060,F,master,forage,91.22,non,0
18697,chatain,51,13,33466,F,licence,geologie,65.64,non,0
18698,roux,28,13,37725,M,bac,geologie,53.49,non,0
18699,blond,35,8,38264,M,licence,geologie,61.84,oui,0
18700,roux,26,1,31831,M,bac,geologie,70.05,non,0
18701,chatain,48,8,28511,M,doctorat,geologie,66.62,oui,1
18702,blond,19,13,35064,M,licence,geologie,88.15,non,0
18703,brun,35,8,36649,F,master,forage,74.01,non,0
18704,brun,35,8,36392,M,master,geologie,67.38,non,0
